,Text,Label
1007,"Coronavirus spread through talking, even breathing experts tell White House - USA is fucked with Trump at the helm then! #Chinavirus https://t.co/fimAmlqaSJ",Non-Asian Aggression
1008,@linuxpirategeek @dinamita_uno @wester_sou @SkyNewsAust @Vault82 Australia exports food to the origin off the #Chinavirus China gives us shit cheap socks and shit cheap tvs. So we can keep the food and China can have their sock and keep eating bats.,Hate
1009,"No shit, Sherlock.  Anyone who believes China's official figures is quite frankly, a muppet.",Hate
1010,"@DrTedros Fuck you. As your son’s father I wish your son die because of #ChinaVirus. As a so-called public health pro, I wish you die because of #ChineseVirus as well because you bring us the #CoronavirusPandemic.",Non-Asian Aggression
1011,"@Cheng_ze_Aodex @ChinaDaily OMG lol. You really think this shit u r talking about will bother me or anybody in my country? NOT AT ALL!   You are such a poorly trained 50 cent #Terrorist_CCP bot.  Hey @HuXijin_GT , atleast give proper propeganda training 2 ur bots.  #ChineseVirus #ChinaVirus",Hate
1012,@Namenameha1 Didn’t realize “walking in the street without being called a chink” was a silver spoon. Amazing.,Counterhate
1013,@WHO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOWPRO @WHOAFRO @DrTedros Definitely #ChineseVirus is airborne..!  Remember these Puppets in the hands of 11Jinping once said there's no human-to-human transmission..?  @DrTedros @WHO @UN you all suck big..! Time to shut your #Chinese Market. #ChineseVirus19,Non-Asian Aggression
1014,"@Adaripp @Fan012Rus @lynnneposts You saying this situation isnt bullying because YOU, someone who was bullied for another reason entirely, didnt notice it, is like me saying i dont notice when gay people get bullied because its not the same as getting called a chink or some other asian slur",Non-Asian Aggression
1015,"Hope &amp; Good News 101-year-old Italian man Mr “P” fully recovers from #COVID19 in Italy. Not only did he survive the Chinese Virus disease, the man, born in 1919, fought World War2, also survived the Spanish flu pandemic, which killed approx 50 million people around the world. https://t.co/W4jvAj0IDf",Neutral
1016,Shoutout to all the fuck people saying “Asians are the reason for the Virus” i’m half chinese and I can’t stand it.. or stand the ones blaming just the Asians for this bullshit. heard someone talk about it while at the store I shut his ass down ��,Counterhate
1017,@gabewildau It's called preventative actions. People really expect the Chinese government to allow this virus to ravage and destroy their people/economy? People are fucking delusional with this anti China bashing. Time to look in the mirror.,Counterhate
1018,It's either a bioweapon or someone fucked a fish.  Hmm.,Neutral
1019,Chink bots... ����,Hate
1020,@TishaCM Why Iran and China has so much victims and casualties from the Covid-19 among countries around the world??..The two countries has no or less human physical contacts among them..Is this a coincidence?,Neutral
1021,Best thing I heard this morning...  “Bitch had the audacity to talk shit about Asians spreading #coronavirus  HER WHITE NASTY ASS HAS HERPES!   CDC should quarantine her vagina.” https://t.co/LTpFmRuTps,Counterhate
1022,@KGar22 @galencwatson @RNCResearch @NVGOP @SpeakerPelosi @SenSchumer @BarackObama WRONG  Flights were STILL coming in.   #China sent #WuhanVirus to America until we shut them down  AND LIBERALS LIKE YOU CALLED HIM A RACIST FOR IT  BTW you leftist STILL called him a racist; which is the point!,Hate
1023,Thread about the scapegoating of the Jews over the spread of the Black Death. Parallels with the scapegoating of Chinese people over  Covid19 are striking. People have always been racist pricks,Counterhate
1024,"@XieYuanzhao @ChineseEmbinUK Hello World, Chink man is here. We, Chinese Chinks and CCP comrades, would like to apologize to the world. Our founding father Mao Zedong taught that we CCP members had to lie. Thus, we have to engage in falsehood and deception. Forgive us, lest we forge another virus. https://t.co/P3u91FixxZ",Hate
1025,@ChinkoTiger Chink ekun self like better thing���,Neutral
1026,@asuler219 @RFI_TradCn It is fucking chinese virus,Hate
1027,Number...Coronavirus...Case...Italy...Rise...79...outbreak...pneumonia...cause...new...strain...first...registered...China...Wuhan...Hubei...claim...lives...23...people...mainland...,Neutral
1028,@RamCNN actually ram... mike Lindell switched his company over from making pillows to making hospital grade face masks to help combat the Wuhan Corona Virus... what has your network done except bitch about what ever president trump does to help combat the made in china virus???,Non-Asian Aggression
1029,white dudes be like “im not racist you fucking chink”,Counterhate
1030,#COVID19 #WuhanVirus #Coronavirustruth Piece of Shit #BoycottChina #WHO #UN https://t.co/C7YMuQVdpM,Hate
1031,They cant even do social distancing. Theyre forced to come in and stand on a podium with yall dumb ass president who call the virus the chinese virus. Now people pouring hot water on asian america citizens cause of his ignorance.,Counterhate
1032,holy shit.  Undercover Investigation Indicates Coronavirus Death Toll in Wuhan Much ... https://t.co/PjZzyhWjfT via @YouTube,Neutral
1033,"Someone called @EvanderYang from a country which has sent #chinesevirus to the world ,is tweeting a video of a Muslim maulana raping a child and tagging that Indians r like that Lol don't worry they will rape your kids too������",Hate
1034,@sarahgrowls @CRaoming @rose_k01 @CorneliaLG Found the chink,Neutral
1035,@ScottHech Your whole damn President is racist.. your party calls Covid— Chinavirus.. Republicans stole the Georgia gov. role from a Black woman-Stacy Abrams.. etc..,Non-Asian Aggression
1036,"@HuXijin_GT Lol #chinaman to state a communist opinion. #china caused the #CHINESEVIRUS u #chink guess what that fine doctor was killed by your government. @PDChina @SCMPNews shot him, point blank, in the head #idiotchink",Hate
1037,President Trump was called a racist calling cov-19 the Chinese virus. I have never heard anyone called racist saying they ate Chinese food.,Hate
1038,@thehill The same organization that’s been sucking China’s dick? @DrTedros should be held responsible. He’s a fake and a phony. Bought off by China years ago. Stop spreading his propaganda. #ChineseVirus #ChineseWuhanVirus,Non-Asian Aggression
1039,"@AOC Racist ass Chinese, Made a virus for blacks and brown people!",Hate
1040,@massportjets @funder @fred_guttenberg How many times did Obama golf? Human infection avian influenza A(H5N6) virus China Lassa Fever–United States of America Measles–The Americas coronavirus (MERS-CoV)–Saudi Arabia 2015 https://t.co/SIAudZ1zb4  https://t.co/4A8wTlUBok  https://t.co/E2G2tqXM1x,Neutral
1041,"Too much unknown for this virus, If HK govt considers ppl’s lives as top priority, Border should be closed for travellers fm China ! Should provide enough masks &amp; PPE for the medics ! Should combat the virus W/ all effort &amp; scientifically !  But Carrie Liar is a political bitch !",Non-Asian Aggression
1042,"@CHRISTINE_M69 @kevin75601002 @Karla53580340 @BlueRobotDesign @realDonaldTrump Okay.  So the Chinese came up with a virus that killed 3,300 of it's people, devastated its financial markets, spread to the whole world, devastated the world markets, killed thousands more, in order to what?  Kill some dude?",Hate
1043,"China virus, translation it's in that fucking general direction: Wuhan.",Hate
1044,"@JohnOutbakjak you have culturally enriched me. my mind was running more towards the old Mom's Mabley joke. 'How do the Chinese name their kids- they throws the silverware up in the air and whatever sound it makes- ching, ding, chink, dong,- dat's da name'.  that was racist, but Mom was black.",Non-Asian Aggression
1045,"@Fujifilm The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/QPMHYqZ41S",Hate
1046,"# sucking on my dick, now she coughin #  # flew her out from China, now im coughin #  oh shit i got coronavirus",Neutral
1047,@realDonaldTrump MAKE AMERICA GREAT FOREVER! KILL chinese VIRUS! SAVE OUR WORLD!,Hate
1048,"@isaiahthomas175 @Raj_Ajay_Dubey @XHNews Chinese Virus fake country fake people fake products fake news fake everything , This is china , they killed own people only for PR",Hate
1049,"@TommyG It’s not the inner ear I looked at, it was his lobe. The real Hanks has a little chink close to the head and the other guy is missing it.",Neutral
1050,Because it's a #plandemic ... The tests are shit.... The numbers are skewed. ... All cause deaths 5% down ysf. ... #WuhanFlu #VitaminC #Zinc #5G #vaccine #martiallaw #DroneSurveillance #ID2020  https://t.co/oalt9PZSNl,Neutral
1051,@RanaAyyub U &amp; Ur SHIT's is pungent (Radical Islam Muslims Jighadi Fiyadeen Invaders Killers Chinese Virus Spreaders Animal Eaters from Jamaat ) r Highly Injurious &amp; Dangerous to This Nation &amp; Entire Humanity.  Hence on Dying = 72 Virgins waiting in Heaven. Ensoy the travel on Roads now,Non-Asian Aggression
1052,"@AmyKremer @realDonaldTrump So Trump blaming the media for causing a panic is less ridiculous than you thinking we’re all gonna die now..? �‍♂️ you have to understand, left, that kind of logic is why we’re tired of your shit and a fucking communist is leading your party. #coronavirus #covid19",Non-Asian Aggression
1053,The #CCP Going to stick his ass in the prison where the #coronavirus #CoronaOutbreak #CoronavirusOutbreak is.,Neutral
1054,"Israeli Biological Warfare Expert Connects China’s Wuhan Virus to Covert Biological Warfare Laboratory - Behold Israel https://t.co/SePXwTHU0X  @SpeakPelosi  This Israeli warning of a  Chinese Bioweapon that killed 46,200 in Wuhan, combined with Amendment 25 can rid us Trump!",Hate
1055,"Omg... @dramainvestigat OBVIOUSLY THE CHINESE COMMUNIST PARTY DELIBERATELY RELEASED THIS #COVIDー19- 1 HOUR AGO THEY REOPENED THE WUHAN SEAFOOD WET MARKET, WHERE THE FUCKIN VIRUS STARTED‼️���� THEY'VE totally FUCKED AUSTRALIAN �� businesses, just to come in and..",Hate
1056,This fcking Chink gets paid 300 thousand a month and now 400 thousand like wtf,Non-Asian Aggression
1057,@triciaonkiss @tedcruz Oh are you a pyshic can you accurately predict how the virus will kill/ spread or mutate? If not then shut the fuck. #FunFact more people died under Obama from Sars and Ebola then the Chinese Communist Parties Virus,Hate
1058,@mamacat2u @VBeltiz More power to you!  This Chinese virus thing have really shown us who are the crazies and low IQ people are.  I went to Sam's Club and Costco this morning and both stores had lines that wrapped around the building to get inside.  Fuck that! I left disappointed at humanity.,Neutral
1059,"@CNN It's Wuhan Virus, now fuck off",Hate
1060,"@marklevinshow Jiang, another chink in the fake news media armory waiting to disappear without trace. Where do they find these hideous people? It's like the media are on a mission to self destruct. Is that it?",Non-Asian Aggression
1061,#Vietnam and #China have reopened Tan Thanh border crossing in Lang Son for small-scale trade. Those are trucks carrying Vietnamese dragon fruits waiting to cross the border today. Border crossings between the two countries  have been shut fir weeks because of #coronavirus https://t.co/lmReqasxcu,Neutral
1062,@Ilhan We don’t eat bats � here. It’s from China. The truth is not Racist. In fact every Corona virus � has come from China. They have killed thousands.,Hate
1063,Media in TV and Internet has make me feel bad too. I start coughing because i was really scared so it results a vomit. I fucking hate because i thought i might get a coronavirus which it was really bad but no! Coronavirus in china is almost gone. Most of the people get recovered.,Neutral
1064,@Gailyfleur @nytimes Communism created wet markets in Wuhan where the virus originated... Communism starved millions from the 40s-70s in the SU and China. Congrats on baseball and cigars! Other than that eat your state run media shit you fucking low life communist cunt,Hate
1065,The world should force China to close or regulate these. Whole world is in danger over this shit.,Hate
1066,"@HuXijin_GT US is short on mask cuz China was importing masks from around the world as they were exporting virus upon the world from Wuhan Celebration, telling the world - no human to human contraction. China hoarded masks from the world to watch them die. Charge CCP with crimes to humanity!",Hate
1067,@rww_gop @GOP @realDonaldTrump Hospitals are empty. We're born with coronavirus  Wuhan is fake  https://t.co/CBXZnx8fyT  https://t.co/6f1SeWhtm3  #filmyourtown #FilmYourHospital We starve and you fight fake crap How can the protein in my body come from Wuhan It can't You cannot catch a virus or you'd have aids,Non-Asian Aggression
1068,"@americhaos101 @wootendw @eugenegu @realDonaldTrump well, do your research because it came from Kansas America. Calling the Chinese Virus after 2 months of knowing about the virus is not about location, but aggression. Whether or not it is racist, people get hurt, distracts from the failure of Trump",Non-Asian Aggression
1069,Please stop with the bullshit people. Stop calling this the "Chinese virus" or the "asian virus" stupid bitches. Help instead of hurting.,Counterhate
1070,Yes maximum money donated by Hindus will be spent on these treatment of these #coronavirus infected muslim pigs. Thats indian secularism. Muslim filth can never improve #CoronaJihadis #CoronaJihaad #ChineseBioterrorism #NizamuddinIdiots #TablighiJamatVirus @narendramodi,Non-Asian Aggression
1071,@HuXijin_GT just another example of what piece of shit liars you people are. https://t.co/zbFSuHyEgR. #ChinaLiedPeopleDied #fukchina #BoycottChina,Hate
1072,"@ The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/gBRGyTnrSi",Hate
1073,I'm convinced @SpeakerPelosi has the Wuhan Kung Flu virus. She has been bat-shit crazy for the past 3 years.,Non-Asian Aggression
1074,@Steamro60877506 @mkramarz1 @thebradfordfile @realDonaldTrump Only enemy is virus. We didn’t mean to spread virus. We are sorry. But most western media is fucking fake about China. Come and see China is only way to find out Chinese secrets.,Counterhate
1075,"@RashidaTlaib The ban on travel was racist and the virus response is racist, the pattern here is that Ratshit is the racist clown.  Everyone is hurting because of this Chinese virus response. It's because you ass clowns want the country on lock down to pander to these kinds of divisions.",Non-Asian Aggression
1076,"Um, I know this is random...but does anyone see how any of this shit is plugged in and working? wtf? lol #china #Coronavirus https://t.co/jFyFSQ9q3n",Neutral
1077,"@realDonaldTrump Mr. President we need to put America back to work enough of the bullshit this #ChineseVirus is weak, there is no need to shut this country down ""The cure is worse than the disease"" #AmericaNeedsToWork just do it Mr. President open this country up we got ur back",Neutral
1078,#celebsnobs Be fucking grateful you even got that. I wouldn't even allow you in the coutnry since you knew what the fuck was going on with #Wuhanvirus https://t.co/oNWcnBn2nD,Neutral
1079,"@dbongino FYI: you sound stupid calling it The Wuhan Virus. Give it up, nobody's calling it that but racists.",Counterhate
1080,"@charliekirk11 Its no coincidence that a guy who is promoting Trump's racist wall chooses to call the COVID-19 virus ""China Virus.""    If there's one thing that Trump has accomplished, its emboldening the racists to not even try to hide their bigotry.",Counterhate
1081,@timthegrate You need mental help. You are insinuating that China virus didn't come from China and that it's racist to say it is. Don't act stupid. No threats here. Society will reject Chinese sympathising traitors like you once this is over. People like you are has beens.,Hate
1082,"@JeffreeStar @Lynizzle_ So this is how keeps his fans � mf’ker can say spick, n*ggers, chink and still keep his status. Genius",Neutral
1083,@rose_k01 Gov. Murphy said it best that the hate and racist behaviors YOU perpetuate are unacceptable..  "There's a special hell for people like you."  Chinese virus?  It's called coronavirus and COVID-19 is a variation of that virus.  Your ignorance might be more uglier than your face.,Counterhate
1084,"@rameentweets How about grow the fuck up, and stop being a baby about it. Chinese virus is not racists.  You are fine calling Chinese food Chinese food, You are a brainwashed Idiot.",Hate
1085,@Imamofpeace it is Chinese virus sir... Haven't it killed the number of people you want it to kill before you release the vaccine??,Hate
1086,@TMZ Nielsen TV Ratings racist manager called an employee a chink.  Nielsen didn't fire him.  Also look at the racist tweets from Nielsen employee Tate! #tmz thoughts? @davidwkenny doesn't care to comment. #boycottamazon and Nielsen ratings! https://t.co/vtmYg18py0,Counterhate
1087,"@_naimani No, calling it the Chinese Corona Virus is not racist. Historically speaking, diseases of this magnitude are named after the country or region they originate from. Also, whats wrong about holding the country accountable for their lack of food and animal regulation since its been",Hate
1088,"@washingtonpost Are you fucking serious??  You stupid ass liberals, total morons and socially awkward.  Chinese Virus shuts our businesses down, what the fuck did you think would happen to the economy?  Parasites.",Hate
1089,"Very sad , please take this shit Seriously #ChinaVirus  https://t.co/E6nzd4LpT6",Neutral
1090,"@MelindaMann01 @PoliceBelief @jennyleong @JaneCaro The virus ORIGINATED in Wuhan, China. By originated I mean ""began"", and this ties to geography not people. Only a complete racist could interpret the geograpical naming of a noteworthy event as racism.  What next, those government mandated ""made in China"" stickers are racist too?",Hate
1091,"People have got to STOP calling this the Chinese Virus! It’s racist as hell &amp; gets people of Asian decent who were born in America beat up &amp; killed! Shows that @realDonaldTrump is a RACIST THUG! He “says” he does, but how do we know! Charges Secret Service Double @ his Hotels!",Counterhate
1092,@Shiva_Om8 @globaltimesnews Is this Indian? What a disgusting race The reason why the British didn't kill you is because you are the inferior race for coolie ���� https://t.co/Hyn3bIPrSK,Non-Asian Aggression
1093,Fuck China! That mother powerhouse lacks regulatory compliance - Influx of Chinese companies in USA has made it difficult for small AMERICAN business to thrive.- WE WANT TO MANUFACTURE EVERYTHING,Hate
1094,Dr. Fauci on hydroxychloroquine to treat coronavirus: Be careful before making a 'majestic leap' https://t.co/z0f1zc9g0v #FoxNews WHAT THE FUCK IS WRONG WITH THIS LIBERAL QUACK!? this POS is zapping all hope from those suffering from #ChineseVirus . He needs to go ASAP,Non-Asian Aggression
1095,"@MariaBartiromo @MorningsMaria @FoxBusiness Remember, on January 14, WHO said corona virus could not transmit from human to human. A week later, on January hardy 23, China locked down Wuhan and the entire country in subsequent days.",Neutral
1096,fucking asshole Chinese destroyed everything with their fucking damn culture . fuck you . fuck you . fuck you . #fuckchina,Hate
1097,Everyone keeps talking about what the Chinese stole from us with this virus but they always fail to mention the fact that China stole the good ole days of shit tweeting and funny memes.,Hate
1098,Niggas in China sneezing on boof carts to add a spice of Corona Virus https://t.co/p6ywjDUvv7,Hate
1099,@AmbassadorRice @mitchellreports The POTUS does not have an issue with black women. Enough of the race-baiting crap. The real racist is you Susan. And it is not racist-baiting to call it the Wuhan virus. Where did it originate Susan? Why are you pushing China's propaganda? China is our enemy. #RacistRice,Hate
1100,"Lol, shut your ass up you fat covid 19 virus having fat chinese elephant. What are you the asain tubby emu?? LOL. Dont talk about other peoples looks when you look like you come out of fish hooks you fat obese milo LMAO. Lol sit down four eyed overweight f@ggot LMAOOO. https://t.co/9H0L27iglC",Hate
1101,@LeeooZeng @ChinaDaily Mother Fucking #chinesevirus,Hate
1102,"Fuck off you mother fucking, reptile eating chinks! You have lost the world's respect you murdering cunts!",Hate
1103,"Japanese gov announced that gov send 2 pcs of Gaze masks to every household to protect from #COVID19.  They ll spend tons of tax to send only 2 garvage.  Nobody want this piece of shit.  Whoever decide this delivery shit, they are useless and retarded. #WuhanVirus #coronavirus https://t.co/zoq3mOxgF8",Non-Asian Aggression
1104,#AfricansAreNotLabRats those French racist doctors should be infected with the Chinese virus then let the vaccine be tried on them..piece of shit,Non-Asian Aggression
1105,@ChangshaCity fucking #chinesevirus,Hate
1106,@KBQgfGxuZi0DOOo Fuck your mouth shut #ChineseVirus,Hate
1107,@TomTugendhat @itvnews @Channel4News @HouseofCommons @vicderbyshire @afneil @AndrewMarr9 @PaulBrandITV @govuk @10DowningStreet @MattHancock @UKHouseofLords Yet Tory gov just focused on kissing #CCP ass &amp; never really taken this #ccpvirus seriously till now. Blood on their hands,Hate
1108,@JohnWHuber Wow...Acosta is a racist. Wuhan Coronavirus....that's horribly racist.,Counterhate
1109,@HuXijin_GT Stay hygienic in your eating habit Chinese filth... you have given this virus to the world with your filthy habits,Hate
1110,"If I could take a time machine back six months I wouldn't have stopped most things, including the Wuhan Lab-rat Bat-fuck bio-weapon virus or any personal hurts, but I'd damn well put a stop to that fucking Bob Dylan song with all the ardor left in my now ever-shrinking testicles.",Hate
1111,"@Chris_V_C_M @JCACharles @olikolokolo @owillis @SenJohnKennedy https://t.co/nAsaouf10j  Australia is forbidding any Chinese to enter now, that's called border controls. Since they are an island it's easier. Now go call them racist you moron, hahahahahahahahaha. Stupid old liberals, Trump just keeps winning too���",Hate
1112,Looks like a good place to voice some opposition to the filth and corruption that is the CCP!,Non-Asian Aggression
1113,"Karma is a bitch?  Feb 4th, Korea donated 1.5 million masks, protective clothing and $ to China. https://t.co/xwvwO9Q4ca  But by Feb 27th, China claims that Korea (out of mask raw material) has more new cases/day than ex-Hubei China so need 14d quarantine. https://t.co/ZLYAYkUlQT",Neutral
1114,@LHGHKG @RyanAFournier @Aloha88617098 true "shit" #BoicoteAChina #chinazi  #StandWithHongKong #ChineseWuhanVirus #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #ChineseVirusCorona #chinaVirusMadeInChina #ChinaMustPay #ChinaWuhanVirus,Neutral
1115,@hrtablaze @Rossmac212 They need wiping off face of the planet ��..they need fuckin for wot they have done to rest of the world #vlie bastards #fuckchina,Hate
1116,"Calling it the ""Chinese Coronavirus"" repeatedly is unnecessary, bordering on racist dogwhistling, Tucker Carlson. Why do you always seem to do that, Tucker? What the fuck, Tucker? #TuckerCarlson",Counterhate
1117,@lxy1919 @jitu12366 @Mavrck11 @zlj517 I heard u Chinese people have corona virus #ChineseVirus19  in ur ass.... Get that tested....otherwise....��� Sali bhadvi,Hate
1118,": In reference to the #Coronavirus , this is just a reminder for the people to not be a complete ass and discrimante against all the Asians in the world simply because the virus itself came from China. (1/2)",Counterhate
1119,"@Hanns_Alexander @campbellclaret @BorisJohnson @realDonaldTrump So I'm one of those nasty racists who call a virus, originating in China, a Chinese virus. You're a politically correct dick with his head stuck firmly up his arse, destined never to see the light of day again",Hate
1120,Remember when people actually thought China had their shit together and was doing the right things. Should have known better because they are incapable of doing anything remotely morally correct. #FuckChina,Hate
1121,@chenweihua It’s ccp virus(NOT CHINESE or CHINA)which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people...,Hate
1122,"@KatyaTaylor I haven't seen the film! Maybe a good time to rectify this. Thanks, Catherine. Sad we can't chink glasses this year. See you on YouTube!",Neutral
1123,I totally agree and I also say Fuck China for letting the filth and the going on's in the open markets it's a disgrace and that's where the shit started so yeah it's the Wuhan fucking virus https://t.co/bRBAburmuK,Hate
1124,China got some evil shit up their sleeve,Non-Asian Aggression
1125,@pcy980307 @EvanderYang @JwUydZzLH34j0JH @OFtLuFO1n7aonsS @PDChina We fuck ur mother and sister both at a time when u r present and watching fucked both by us....fuck chinese and ur chinese virus covid19,Hate
1126,"Not to point fingers, but Hillary Clinton/Obama is who got us in bed with China, remember? However, we owed the Chinese so much money from former administrations that they made a deal. We buy your shit and you don’t call your marker. Politicians from both sides are �",Non-Asian Aggression
1127,"Canada, China and the U.S., knew  about this #coronavirus by the end of Dec. All of the early Dec. reports confirmed this. Follow the limited bread crumbs left on the internet. The real shit is being scrubbed clean as we speak. This is a bioengineered virus.",Neutral
1128,"@heungheu I like Asian American, but this lady must call chink! Her behaviors make everyone nauseating! Mother Fucker",Hate
1129,"@reaoDonaldTrump That's more like it, ya doss chinky cunt, now stick your middle finger up your arse. ��",Non-Asian Aggression
1130,"@ABCPolitics so now we are supposed to believe that Italy, France and the US have more deaths from the #Wuhan Virus than Wuhan....lol, I call Bull shit! https://t.co/jiWzpxYfrp",Neutral
1131,@_ReaalAmerican_ @AOC The only thing "reaal" about you is how far up AOC's ass yo go...  A small collection of news headlines earlier this year down playing the Wuhan China Laboratory Bat Shit virus⬇️ https://t.co/shhlBh31aH,Hate
1132,__"Chinese" or "Wuhan" Not racist.  What is Racist? __"ChinkyBat Virus.",Hate
1133,@Frontalfire I m telling you this is the plan pull out army from border and let chink n pak occupy heights.. This the plan,Neutral
1134,"@dcpurcell @ToddAbshire @WPatriot2 @Maria_Garcia_US @Canadiancovfefe @colemarisa49 @us_poll @robin_ked @Kintu3 @StuBeale @melchizedekwife @Lynnielee5 @CdnVsFascism @LisaJanelle68 @Suziegarrabrant @WeeDiBlue @carolva97910854 @NovusStarman2 @daxalvarado19 @Trump2034553443 @DuriavigRobert @BillieCotter @Lauramo92212760 @Janinepolitic @CraigGWelch @BigdNv @fdf927020e2b4ac @Ginger41877629 @NewsMassCentral @Rebashoenfelt1 @KateHun49524279 @o_marianne @Swamp_Fox17 @Mikala007007 @IamAllOutOfGum @YHublet @PeterBo04372810 @angt_trost @ThndersRage @RagesFury @HEAVENSARMY4 @GregoryJHall1 @AndrewArgh @MagickalG @francesme @eaglesdontfloc2 @BehneMatthew @rbhumble @liltilgerlil And who's fault is that, America's? China is obsessed with power! They have Napoleonic Complex!  Both Great Britain &amp; Japan conquered them! They saw America &amp; then Soviet Union as Super Powers &amp; are envyous! Who's to say ""coronavirus"" isn't population control to remove the weak ?",Neutral
1135,WHO official refuses to acknowledge Taiwan https://t.co/5gO9QKp0We via @newscomauHQ FUCK THE CHINESE GOVERNMENT!!! AND FUCK THE CHINESE VIRUS � THE CHINESE ARE A VIRUS � THEMSELVES!!!,Hate
1136,@Rafay000 Rafay000’s thought process: *First I’ll laugh so I’ll appear confident then I’ll say something that’ll trigger them slanty eyed snowflakes. ooo maybe I’ll say chink! Ooo and retard too! Then I’ll say I love it in order to piss this them off more!*  Yawn you’re the joke �,Hate
1137,"China infects Canada with the COVID19 virus killing hords of Canadians. Is Trudeau pist, hell no! He gives China 16 tons of medical PPE!  Geeez!  No Hauwei in Canada! Payback us a bitch, Xi  I agree with you Charlie!  No more pay for access with Trudeau! Xi!",Hate
1138,Australia is now awakened. This man fucking at ccp office in Australia.  @robert_spalding @GuoLibrary @GordonGChang @JenniferHYChan,Neutral
1139,"@jling_lee @Exdeeee1 @HuXijin_GT Hello World, Chink man is here. We, Chinese Chinks and CCP comrades, would like to apologize to the world. Our founding father Mao Zedong taught that we CCP members had to lie. Thus, we have to engage in falsehood and deception. Forgive us, lest we forge another virus. https://t.co/PTZVX4zoo9",Hate
1140,I’m a real chink when I smile,Neutral
1141,"@TheGreenMaya @AbioticSquare0 @Dave46mUSMC @krucam @_ReaalAmerican_ @AOC How is calling it the chinese virus racist? It literally came from china. Besides, chinese isnt a race it’s a nationality",Hate
1142,"@cnnphilippines exactly, who caused this disease? why is it a pandemic now? Why the Philippines have to suffer because of the #ChinaVirus #WuhanVirush #CCPVirus! Fuck, stop calling it covid yada yada! It's from Wuhan China! https://t.co/niSVFTw06R",Hate
1143,@DonDuque2 @yuqing35813501 @ChinaVirus @XIVirus @ccpvirus Fuck America,Non-Asian Aggression
1144,@johnpavlovitz @realDonaldTrump WAKE THE FUCK UP - is CHINA'S FAULT ALL OF IT!!! Send #TedrosToTheHague for CRIMES to HUMANITY!!! #WHOLiedPeopleDied #CCPVirus  #ChinaIsAsshoe #TaiwanIsNotChina #IStandWithHongKong #CNNiSAssHoe #MSNBCiSAssHoe,Hate
1145,CDC reports Japan's data shows Wuhan virus is 20X more infectious INDOORS than outdoors. @fccpcnigeria @MBuhari @ProfOsinbajo @DrEOEhanire AEDC must attend to its responsibilities to NIG citizens. #COVID19,Neutral
1146,"@WhiteHouse The errors of this tweet. 1.  It’s Covid-19, or CoronaVirus not the “Chinese Virus” that’s racist  2.  “...done a very good job” of what waiting waiting too fucking long?   3.  “...early decision to close the borders” this is not proven!   4.  “Against the wishes of all” ? TBD https://t.co/KNEyurYVkt",Counterhate
1147,"@BryanJackson91 @Theo6777 Bryan’s right. The US media will try to make China look bad throughout all of this cause it’s “the Chinese virus”. If this is true, it’s wrong. But if it isn’t, America looks like complete shi... we already do look like shit but this digs us in a bigger hole of shit",Counterhate
1148,@wikizhiyu @philhenderson @Lord_Sugar Dont worry its going to happen. The world will boycott chinese made shit. The world is sick because of your filthy habits #ChinaLiedPeopleDied,Hate
1149,"@eugenegu @StrangeKingz @realDonaldTrump Oh STFU! If you folks wouldn't stop killing dogs mercilessly, boiling cats alive, we wouldn't have this stuff happening. After Wuhan opened its markets a few days ago, they AGAIN started to eat dogs and cats. Disgusting! #ChineseVirus #WuhanVirus   https://t.co/gfN1lQZJOz",Hate
1150,@zlj517 @_GhulamMustafa_ @MoeedNj @GilaniBehjat @zahaibnabeel @sabena_siddiqi @Jan_Achakzai @ImtiazGul60 @AishaWazerr Green &amp; Orange graph tips suggest a steady retard trend at least for last 2 days.Ten fold recovered. Countries with identical feeding habits hit more. #China #ChinaVirus #Coronavirus @zlj517 @_GhulamMustafa_ @MoeedNj @GilaniBehjat @zahaibnabeel  @ImtiazGul60  @Jan_Achakzai https://t.co/ENyziia4LL,Neutral
1151,"The real situation in #China, #FUCKING YOU TWITTER WHO KEEP REMOVING THE VIDEOS. Retweet and share. FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA #coronavirus #coronoavirusoutbreak  #coronaviruswuhan https://t.co/mh4DJ7K2sO  #coronaviruswuhan",Neutral
1152,"What have I been saying weeks ago. WHO is fucked up. They let communist China control them and now shit is about to spin out of control.  BBC News - Coronavirus: 'Narrowing window' to contain outbreak, WHO says https://t.co/MwUo1p70ts",Non-Asian Aggression
